time_s,x_m,y_m,speed_mps
0.0,0.0,0.0,0.22
0.1,0.022000000000000002,0.017596996420454068,0.21999999999999997
0.2,0.044000000000000004,0.03517597505417011,0.22
0.30000000000000004,0.06600000000000002,0.05271893656304938,0.22
0.4,0.08800000000000001,0.07020791848738181,0.21999999999999997
0.5,0.11,0.0876250136378353,0.22000000000000014
0.6000000000000001,0.13200000000000003,0.10495238843085282,0.21999999999999997
0.7000000000000001,0.15400000000000003,0.12217230114868376,0.22000000000000008
0.8,0.17600000000000002,0.1392671201053526,0.22000000000000008
0.9,0.198,0.15621934169996488,0.21999999999999986
1.0,0.22,0.17301160833886478,0.22000000000000008
1.1,0.24200000000000002,0.18962672620829474,0.2200000000000002
1.2000000000000002,0.26400000000000007,0.20604768287935799,0.22000000000000042
1.3,0.28600000000000003,0.22225766472725944,0.21999999999999975
1.4000000000000001,0.30800000000000005,0.23824007414698845,0.2200000000000002
1.5,0.33,0.2539785465478156,0.21999999999999975
1.6,0.35200000000000004,0.2694569671092044,0.21999999999999997
1.7000000000000002,0.37400000000000005,0.28465948728097873,0.22000000000000042
1.8,0.396,0.2995705410108539,0.21999999999999975
1.9000000000000001,0.41800000000000004,0.3141748606827138,0.22000000000000042
2.0,0.44,0.3284574927493157,0.21999999999999975
2.1,0.462,0.3424038130434163,0.2200000000000002
2.2,0.48400000000000004,0.355999541751641,0.2200000000000002
2.3000000000000003,0.5060000000000001,0.3692307580357649,0.2200000000000002
2.4000000000000004,0.5280000000000001,0.38208391428643473,0.2199999999999993
2.5,0.55,0.3945458499947376,0.22000000000000064
2.6,0.5720000000000001,0.4066038052274115,0.2200000000000002
2.7,0.5940000000000001,0.41824543369190254,0.2200000000000002
2.8000000000000003,0.6160000000000001,0.4294588153778892,0.21999999999999975
2.9000000000000004,0.6380000000000001,0.44023246876233196,0.2199999999999993
3.0,0.66,0.45055536256554907,0.22000000000000064
3.1,0.682,0.46041692704628373,0.2200000000000002
3.2,0.7040000000000001,0.46980706482419465,0.2200000000000002
3.3000000000000003,0.7260000000000001,0.4787161612186921,0.21999999999999975
3.4000000000000004,0.7480000000000001,0.4871350940935303,0.21999999999999886
3.5,0.77,0.49505524319707783,0.22000000000000064
3.6,0.792,0.5024684989887023,0.2200000000000002
3.7,0.8140000000000001,0.509367270942231,0.2200000000000002
3.8000000000000003,0.8360000000000001,0.5157444953179869,0.21999999999999975
3.9000000000000004,0.8580000000000001,0.5215936423954407,0.21999999999999886
4.0,0.88,0.5269087231590738,0.21999999999999975
4.1000000000000005,0.9020000000000001,0.5316842954306072,0.22000000000000064
4.2,0.924,0.5359154694413165,0.21999999999999975
4.3,0.946,0.5395979128387278,0.21999999999999975
4.4,0.9680000000000001,0.542727855122568,0.21999999999999975
