time_s,x_m,y_m,speed_mps
0.0,0.03527354213802548,-0.018024505616693796,0.10604438184454217
0.1,0.045877980322479694,-0.040943779739177205,0.04762113245330993
0.2,0.044797768628687465,-0.014346652859141544,-0.07480218468390515
0.30000000000000004,0.030917543385698663,-0.034152354842208965,-0.008690623587695095
0.4,0.04305964391114843,-0.025792223802485227,0.15596791535016974
0.5,0.06211112645573261,-0.0033200394416969215,0.24357583474713626
0.6000000000000001,0.0917748108605757,0.008294150910083155,0.22772079015951224
0.7000000000000001,0.10765528448763509,0.034512745314721587,0.21595437034738335
0.8,0.13496568493005237,0.040036383847066453,0.13721758560286046
0.9,0.13509880160820717,0.04992610244529889,0.24165452633771922
1.0,0.1832965901975962,0.06835381283712158,0.2789037055527397
1.1,0.19087954271875507,0.10988488144172959,0.17342118714298493
1.2000000000000002,0.21798082762619322,0.11018782642587217,0.20726263304715187
1.3,0.23233206932818543,0.11102413128475985,0.1664889191860397
1.4000000000000001,0.25127861146340125,0.14035916955128425,0.23285505970297704
1.5,0.2789030812687807,0.13664221933768747,0.2570124837841983
1.6,0.30268110822024097,0.19165868526417454,0.18224239882835835
1.7000000000000002,0.3153515610344524,0.16656060765436953,0.16977601175598833
1.8,0.33663631057143856,0.2050549645298174,0.24439713926010853
1.9000000000000001,0.36423098888647415,0.2200593527714387,0.18016582146492044
2.0,0.3726694748644226,0.21011742461697278,0.12086471541837307
2.1,0.3884039319701489,0.2448439528739471,0.25948090018786796
2.2,0.42456565490199627,0.2666572089785682,0.24262070720174034
2.3000000000000003,0.436928073410497,0.2734661784763593,0.1162551018852982
2.4000000000000004,0.4478166752790559,0.2838517426744177,0.2031284863897005
2.5,0.47755377068843713,0.3046599497978972,0.26697772124901187
2.6,0.5012122195288581,0.3074270049633822,0.193702047460524
2.7,0.516294180180542,0.3214202154102188,0.167873346993189
2.8000000000000003,0.5347868889274959,0.3273989645822944,0.2580616121750827
2.9000000000000004,0.5679065026155585,0.34767518039278167,0.3044565256316307
3.0,0.5956781940538222,0.33959708659955007,0.19807720380379124
3.1,0.6075219433763165,0.37081015785858357,0.14323418855053616
3.2,0.6243250317639294,0.36526513607264627,0.233593035468334
3.3000000000000003,0.6542405504699833,0.3678548637133611,0.26730127346812793
3.4000000000000004,0.6777852864575551,0.39452399151285117,0.18146782371054426
3.5,0.6905341152120923,0.4192297024015631,0.20196528002906167
3.6,0.7181783424633673,0.4187935549255449,0.2625834430028573
3.7,0.7430508038126638,0.40896220932961147,0.17880303023483046
3.8000000000000003,0.7539389485103335,0.430972639051361,0.13461235925741866
3.9000000000000004,0.7699732756641475,0.4241330301623098,0.2310522813889535
4.0,0.8001494047881241,0.4346174689131297,0.25131045131777663
4.1000000000000005,0.8202353659277029,0.44323007514458135,0.23891448679595673
4.2,0.8479323021473154,0.419920818810854,0.147582939209272
4.3,0.8497519537695573,0.45511448720552866,0.13845097204919998
4.4,0.8756224965571557,0.4450582314217246,0.22672455272358594
4.5,0.8950968643142747,0.4531492406878512,0.16597192336490885
4.6000000000000005,0.9088168812301374,0.44743166953695496,0.2474520606365065
4.7,0.944587276441576,0.45003014175142364,0.29934076234913487
4.800000000000001,0.9686850336999645,0.45950913022907985,0.17425901653308706
4.9,0.9794390797481937,0.48282724839222796,0.24318171448002435
5.0,1.0173213765959692,0.49449452817376205,0.27129657472545077
5.1000000000000005,1.0336983946932836,0.47527007548241074,0.17853717617357656
5.2,1.0530288118306845,0.48923199010944707,0.1920593101912207
5.300000000000001,1.072110256731528,0.4730075794832616,0.22199972342452412
5.4,1.0974287565155894,0.45276336192370675,0.13952052276063664
5.5,1.100014361283655,0.47652504353516517,0.19519840375204645
5.6000000000000005,1.136468437265999,0.47858115581834226,0.28625826692306067
5.7,1.1572660146682674,0.46608716307837394,0.11360207058428706
5.800000000000001,1.1591888513828563,0.47234634088544464,0.19863813074084113
5.9,1.1969936408164352,0.47257388760435814,0.2695598892173212
6.0,1.2131008292263203,0.4518234471666999,0.2262477037602899
6.1000000000000005,1.2422431815684936,0.44044461996006457,0.20132236636289136
6.2,1.2533653024988987,0.4509991498893373,0.1768774578515675
6.300000000000001,1.2776186731388073,0.44611894405614644,0.24014454819821474
6.4,1.3013942121385416,0.438932204715345,0.17454716675619597
6.5,1.3125281064900465,0.4490442578616574,0.21909780523450628
6.6000000000000005,1.3452137731854432,0.4514642462014708,0.23971994000882102
6.7,1.360472094491811,0.41885064488351337,0.2046234390199535
6.800000000000001,1.386138460989434,0.4248706943089243,0.19219302728747234
6.9,1.3989106999493057,0.41995683090273145,0.23261675678393168
7.0,1.4326618123462203,0.4089611025289869,0.25394957939065144
7.1000000000000005,1.449700615827436,0.4042750531338975,0.15829893728012578
7.2,1.4643215998022454,0.3779096125204855,0.20993820714656408
7.300000000000001,1.491688257256749,0.38191621208816456,0.2663792074431175
7.4,1.517597441290869,0.38738275793676424,0.255236734256175
7.5,1.5427356041079838,0.36238603115193174,0.09553473872804741
