2.62001,2.62479,2.62436,2.62366,2.62927,2.62905,2.63836,2.64904,2.64105,2.64328,2.65294,2.65514,2.65663,2.65342,2.66182,2.66917,2.65993,2.66825,2.66259,2.66926,2.66895,2.68159,2.67840,2.69063,2.69294,2.69388,2.68290,2.69777,2.70371,2.70768,2.70082,2.71013,2.71013,2.71415,2.72837,2.72015,2.72780,2.73631,2.73050,2.73633,2.74066,2.74338,2.73865,2.74946,2.76015,2.74572,2.76316,2.76172,2.76015,2.77900,2.77457,2.76580,2.77645,2.78246,2.78087,2.78910,2.78760,2.79500,2.80263,2.79295,2.80122,2.80022,2.80676,2.80188,2.80852,2.81382,2.82339,2.82787,2.81606,2.82223,2.83388,2.82105,2.83322,2.83842,2.84954,2.84914,2.84604,2.84879,2.85250,2.86614
2.61943,2.62318,2.63012,2.63028,2.63282,2.63032,2.63993,2.64034,2.65300,2.65292,2.65186,2.65901,2.65596,2.66731,2.66397,2.67050,2.66225,2.67508,2.66587,2.66679,2.68017,2.67960,2.68898,2.70447,2.68901,2.69326,2.70123,2.70596,2.70494,2.70776,2.71621,2.71812,2.71180,2.72052,2.72421,2.72067,2.73156,2.72785,2.74183,2.74016,2.74254,2.74145,2.74729,2.73901,2.74721,2.75918,2.74723,2.76808,2.75552,2.77354,2.76693,2.77967,2.77879,2.77178,2.79149,2.79565,2.78961,2.79136,2.79504,2.79315,2.80859,2.80174,2.80769,2.80624,2.81024,2.80933,2.82754,2.82208,2.83180,2.82908,2.82783,2.83304,2.83464,2.84105,2.84175,2.84520,2.84173,2.84816,2.86592,2.85497
2.61768,2.62902,2.63844,2.62428,2.63475,2.63521,2.63143,2.64941,2.64786,2.65143,2.64949,2.65973,2.65676,2.66214,2.65935,2.66170,2.68001,2.67196,2.67975,2.68080,2.68135,2.68395,2.69378,2.69119,2.69509,2.69913,2.70906,2.70908,2.71030,2.70762,2.70571,2.72270,2.72580,2.72216,2.72925,2.73369,2.73699,2.74053,2.73527,2.75009,2.73652,2.75217,2.75296,2.75824,2.76727,2.76791,2.75513,2.75487,2.77290,2.76491,2.77393,2.78204,2.77014,2.77034,2.78756,2.78927,2.79053,2.79523,2.79284,2.79192,2.80300,2.80117,2.80014,2.81603,2.81563,2.82144,2.81606,2.82105,2.82201,2.82568,2.83517,2.83230,2.84214,2.84504,2.85815,2.84064,2.85733,2.85446,2.85792,2.85230
2.62324,2.63346,2.63151,2.63549,2.63626,2.64793,2.64387,2.63380,2.64585,2.64119,2.63649,2.65582,2.67000,2.66528,2.66096,2.66536,2.68078,2.67795,2.68029,2.68268,2.68623,2.69383,2.69532,2.69629,2.69174,2.70407,2.69989,2.71356,2.70237,2.71217,2.71596,2.71105,2.73233,2.73376,2.72522,2.73563,2.73627,2.72132,2.74150,2.74263,2.74650,2.74254,2.75038,2.75393,2.76513,2.76301,2.76397,2.77617,2.76667,2.77066,2.76510,2.78841,2.78779,2.79050,2.79201,2.79166,2.79529,2.79549,2.79878,2.80333,2.81507,2.81233,2.81165,2.81152,2.81419,2.83062,2.82704,2.82741,2.82792,2.82635,2.83560,2.84424,2.83964,2.84364,2.84667,2.85166,2.84444,2.85559,2.85487,2.86831
2.62338,2.63446,2.64315,2.63512,2.63639,2.64415,2.64599,2.64304,2.65477,2.66709,2.65645,2.65978,2.65773,2.66891,2.66252,2.66636,2.68368,2.67357,2.68849,2.69415,2.68956,2.69432,2.70571,2.69582,2.69644,2.69488,2.70625,2.71787,2.71776,2.70935,2.71287,2.71797,2.72575,2.72577,2.73129,2.73478,2.73421,2.73876,2.74324,2.74450,2.75102,2.76223,2.75755,2.75733,2.74988,2.76533,2.75432,2.76055,2.77713,2.77924,2.77710,2.77074,2.78177,2.78293,2.79382,2.80655,2.79730,2.79432,2.79498,2.80466,2.80694,2.80409,2.81470,2.81009,2.82667,2.82938,2.83251,2.82616,2.83509,2.83421,2.83567,2.83897,2.83620,2.83834,2.85477,2.85185,2.85730,2.86501,2.85160,2.86030
2.63105,2.63535,2.63374,2.64518,2.64326,2.63772,2.64242,2.65583,2.65678,2.64561,0.00000,0.00000,0.00000,0.00000,0.00000,2.66824,2.69322,2.67995,2.69353,2.68312,2.69098,2.68297,2.69370,2.70490,2.69449,2.71143,2.71002,2.70474,2.71099,2.71425,2.71970,2.71978,2.72104,2.72717,2.72584,2.72726,2.73771,2.74630,2.73482,2.74702,2.74610,2.74714,2.76112,2.75589,2.77099,2.76032,2.77032,2.76964,2.76948,2.78053,2.77907,2.78662,2.78572,2.78249,2.79139,2.79531,2.80375,2.79556,2.80376,2.79667,2.81391,2.80651,2.80516,2.81864,2.82863,2.81585,2.82147,2.82654,2.82722,2.83928,2.83516,2.83867,2.84950,2.84447,2.85460,2.84917,2.85073,2.84999,2.87517,2.86508
2.63346,2.63481,2.63896,2.64130,2.65545,2.64077,2.64066,2.64693,2.64799,2.66348,0.00000,0.00000,0.00000,0.00000,0.00000,2.66008,2.68316,2.67655,2.69224,2.68253,2.69029,2.68596,2.69214,2.70932,2.70892,2.70459,2.70478,2.70164,2.71364,2.71881,2.72150,2.72444,2.72127,2.73060,2.73377,2.74474,2.75120,2.74218,2.74140,2.74861,2.74835,2.75055,2.75765,2.75474,2.76764,2.76638,2.77150,2.77190,2.77164,2.77331,2.78058,2.78171,2.78940,2.79097,2.78583,2.79740,2.79194,2.79930,2.80423,2.79655,2.81255,2.81591,2.81705,2.81845,2.82176,2.82114,2.82838,2.82968,2.83655,2.83178,2.84341,2.84586,2.84715,2.84836,2.85731,2.84701,2.86276,2.86446,2.86770,2.87130
2.63008,2.63544,2.64382,2.64558,2.64724,2.63991,2.65523,2.66202,2.66406,2.66240,0.00000,0.00000,0.00000,0.00000,0.00000,2.67005,2.67422,2.68119,2.69564,2.68877,2.69563,2.70749,2.70956,2.70238,2.70455,2.70143,2.70783,2.71755,2.72037,2.72166,2.72997,2.72237,2.72966,2.73739,2.73950,2.74543,2.74438,2.74314,2.75017,2.74498,2.74416,2.76048,2.75967,2.76485,2.75581,2.76681,2.76840,2.76981,2.76447,2.77899,2.78938,2.78929,2.78639,2.79291,2.80054,2.78244,2.80125,2.80826,2.81209,2.82120,2.82081,2.81888,2.82181,2.82772,2.82276,2.82876,2.83744,2.84674,2.83704,2.84071,2.84519,2.85506,2.84982,2.86182,2.85020,2.85788,2.86081,2.86972,2.87427,2.86194
2.63051,2.64102,2.63805,2.63587,2.65423,2.65396,2.65696,2.65415,2.66617,2.66156,2.67258,2.66353,2.66688,2.67623,2.67379,2.68505,2.68556,2.68146,2.69044,2.69089,2.70149,2.69520,2.69936,2.71227,2.72143,2.72299,2.71438,2.71831,2.72920,2.72225,2.72014,2.72970,2.73471,2.73003,2.72812,2.73238,2.74799,2.74245,2.74915,2.75428,2.75971,2.75699,2.76499,2.75966,2.76583,2.76485,2.78079,2.77684,2.77556,2.78089,2.78467,2.79320,2.78243,2.78878,2.79573,2.81619,2.80973,2.80633,2.81427,2.82534,2.81460,2.81680,2.82927,2.82797,2.83203,2.82795,2.84555,2.84726,2.84340,2.84711,2.83384,2.85283,2.85084,2.85760,2.86209,2.85895,2.85386,2.86921,2.86555,2.87102
2.63437,2.63895,2.63014,2.65430,2.65152,2.65967,2.66788,2.65914,2.65119,2.65964,2.66076,2.66799,2.67448,2.66499,2.68205,2.67394,2.68778,2.68834,2.69012,2.69456,2.69476,2.69733,2.69390,2.70682,2.72107,2.72488,2.72393,2.72323,2.71794,2.73366,2.72766,2.73059,2.73225,2.73755,2.73739,2.74250,2.73949,2.74676,2.76568,2.75458,2.75657,2.76419,2.76825,2.76032,2.76876,2.77851,2.77762,2.77973,2.79132,2.78093,2.78850,2.78788,2.80294,2.78529,2.79598,2.79983,2.80998,2.81264,2.82037,2.80556,2.82250,2.81924,2.82001,2.83024,2.82448,2.82054,2.83378,2.83001,2.83811,2.84723,2.84987,2.86052,2.85280,2.84780,2.85546,2.85748,2.85869,2.87161,2.86813,2.86314
2.64418,2.64233,2.64814,2.64963,2.65579,2.65523,2.66542,2.66355,2.66635,2.66946,2.66126,2.67201,2.67444,2.68025,2.67385,2.69480,2.68863,2.68373,2.68375,2.69531,2.69946,2.69869,2.70655,2.70515,2.71531,2.71065,2.71777,2.72687,2.73943,2.72095,2.72721,2.72796,2.74071,2.73211,2.73909,2.74482,2.74213,2.74526,2.75115,2.74440,2.75133,2.76052,2.76689,2.76789,2.76136,2.77222,2.78279,2.78434,2.78353,2.78168,2.79379,2.78953,2.78898,2.79419,2.81069,2.80632,2.81496,2.80812,2.81963,2.81339,2.81906,2.83792,2.83060,2.82599,2.83149,2.83696,2.84526,2.83807,2.83355,2.84532,2.85009,2.85366,2.86390,2.86090,2.86688,2.85839,2.87321,2.88358,2.87864,2.87852
2.64292,2.65572,2.64244,2.65033,2.65676,2.66146,2.65738,2.66484,2.66433,2.66972,2.67121,2.66815,2.67787,2.68626,2.67820,2.68555,2.69399,2.68658,2.69710,2.69264,2.70881,2.71888,2.72013,2.70968,2.71844,2.71773,2.72061,2.73229,2.71808,2.73533,2.73171,2.74345,2.73912,2.73696,2.74566,2.75142,2.75021,2.75593,2.75287,2.74620,2.76740,2.76919,2.76889,2.77141,2.78022,2.77426,2.77576,2.78187,2.79313,2.78068,2.79915,2.79116,2.79140,2.80856,2.80342,2.79920,2.80785,2.81859,2.82315,2.81644,2.82444,2.82928,2.82413,2.83313,2.83381,2.83378,2.83705,2.84340,2.84618,2.84561,2.84944,2.86168,2.85928,2.86631,2.87121,2.87053,2.88363,2.86805,2.88085,2.87709
2.65513,2.65720,2.63827,2.64719,2.65999,2.66374,2.66642,2.66457,2.67073,2.67492,2.67353,2.68316,2.66644,2.68680,2.67980,2.69475,2.69063,2.68967,2.70024,2.69553,2.69852,2.69760,2.70984,2.71598,2.72214,2.71815,2.72829,2.72511,2.72744,2.73444,2.74035,2.73495,2.73854,2.74204,2.74650,2.74360,2.75817,2.75260,2.76077,2.75605,2.76615,2.76935,2.76748,2.78513,2.77823,2.78966,2.78775,2.78103,2.78571,2.79362,2.79437,2.79730,2.79828,2.79215,2.80465,2.79569,2.81423,2.81064,2.81371,2.81968,2.82564,2.81841,2.81951,2.82660,2.82375,2.83320,2.85155,2.83866,2.85191,2.84277,2.85579,2.85508,2.85964,2.86641,2.87654,2.87017,2.87275,2.86916,2.88150,2.87952
2.65099,2.64874,2.66245,2.64310,2.65622,2.66629,2.66190,2.66225,2.66840,2.66472,2.67671,2.69364,2.68887,2.67835,2.68276,2.68857,2.70003,2.69207,2.69586,2.70831,2.71119,2.70676,2.70529,2.70570,2.71381,2.70762,2.72850,2.72322,2.73289,2.74421,2.74304,2.73209,2.74722,2.75195,2.74352,2.74528,2.75334,2.74739,2.76882,2.74857,2.75936,2.76738,2.77064,2.77600,2.77963,2.77972,2.79082,2.77416,2.79000,2.78871,2.79680,2.80032,2.79653,2.80115,2.81276,2.81309,2.80992,2.82924,2.83386,2.81423,2.82781,2.84405,2.83670,2.83633,2.83675,2.83775,2.84272,2.84370,2.85447,2.85061,2.85335,2.85179,2.86170,2.85964,2.86692,2.87725,2.87620,2.88003,2.88214,2.88336
2.64724,2.64915,2.65855,2.65049,2.66804,2.66320,2.66151,2.66607,2.66794,2.67596,2.67369,2.68785,2.67931,2.67336,2.68561,2.68095,2.69576,2.70535,2.70589,2.69697,2.70343,2.72167,2.71591,2.71702,2.72634,2.73772,2.73378,2.72984,2.73413,2.73870,2.73432,2.73465,2.74431,2.74132,2.74963,2.75358,2.77005,2.75389,2.76127,2.76401,2.77062,2.77728,2.77106,2.77207,2.77016,2.77744,2.78922,2.78927,2.78591,2.79276,2.79819,2.80402,2.80044,2.80550,2.79909,2.80609,2.82571,2.80587,2.81997,2.82632,2.82575,2.82615,2.83363,2.83697,2.83951,2.83173,2.84512,2.84387,2.84871,2.85636,2.86184,2.86638,2.86102,2.87254,2.87704,2.87982,2.88434,2.87813,2.88096,2.88995
2.64180,2.65426,2.65282,2.65679,2.65155,2.65966,2.66788,2.67633,2.67994,2.67652,2.67886,2.67802,2.68841,2.68751,2.69564,2.70551,2.69781,2.69202,2.69883,2.69825,2.70282,2.72083,2.71736,2.70988,2.72592,2.73256,2.72584,2.72694,2.73198,2.73871,2.74384,2.75009,2.75327,2.75611,2.76017,2.75897,2.74881,2.76021,2.76588,2.76470,2.77547,2.77084,2.77045,2.78767,2.78600,2.78632,2.79356,2.79738,2.79605,2.78225,2.79595,2.80026,2.80009,2.81019,2.81915,2.81209,2.81119,2.83317,2.82129,2.81960,2.83143,2.83555,2.83177,2.84374,2.83908,2.83946,2.84907,2.85562,2.85020,2.85898,2.85944,2.87995,2.86175,2.87731,2.87169,2.87424,2.88233,2.88636,2.89160,2.88897
2.64840,2.65177,2.66106,2.66449,2.67239,2.66951,2.67636,2.68210,2.67699,2.67009,2.67492,2.67637,2.69755,2.68592,2.70139,2.70051,2.71029,2.70902,2.70539,2.70780,2.71251,2.71605,2.71482,2.72080,2.73366,2.71679,2.73155,2.72756,2.73712,2.74404,2.74165,2.74964,2.73846,2.75764,2.75038,2.76073,2.76109,2.74749,2.76146,2.77032,2.78132,2.77672,2.77955,2.77252,2.79259,2.79784,2.79017,2.79168,2.78629,2.80430,2.81821,2.80930,2.81558,2.81425,2.80809,2.82502,2.81259,2.82174,2.82767,2.83430,2.83450,2.83732,2.83343,2.83326,2.84437,2.84274,2.84215,2.84540,2.85306,2.84788,2.85392,2.85519,2.86909,2.87345,2.88604,2.86801,2.87592,2.88848,2.88470,2.88704
2.66426,2.65497,2.65306,2.65510,2.66801,2.67083,2.66377,2.66909,2.68121,2.68446,2.68014,2.69073,2.69343,2.68230,2.69413,2.70149,2.69856,2.69217,2.70630,2.71551,2.72348,2.70386,2.73568,2.71624,2.73174,2.73641,2.73790,2.73590,2.73103,2.74476,2.73971,2.73186,2.76697,2.75725,2.76691,2.75353,2.77081,2.77454,2.77733,2.77087,2.76679,2.77594,2.76678,2.77279,2.78655,2.78305,2.79101,2.79435,2.80958,2.80879,2.80373,2.81425,2.80532,2.81098,2.82146,2.81155,2.82033,2.81707,2.82870,2.84080,2.82949,2.83836,2.83462,2.83610,2.83858,2.85773,2.86617,2.85790,2.85370,2.86523,2.86199,2.87181,2.87175,2.87468,2.87964,2.87552,2.87957,2.87467,2.88535,2.88247
2.65513,2.65325,2.66261,2.66772,2.65948,2.66612,2.66834,2.68148,2.69024,2.68811,2.68390,2.69779,2.68292,2.70400,2.69406,2.68432,2.71990,2.71647,2.70381,2.71401,2.71471,2.71961,2.71310,2.72091,2.73081,2.73234,2.74120,2.73748,2.75410,2.73871,2.74756,2.73750,2.74448,2.76297,2.75234,2.76418,2.76363,2.76073,2.76791,2.76991,2.77308,2.78352,2.78591,2.78154,2.78256,2.79269,2.79340,2.80317,2.81593,2.80806,2.80579,2.80797,2.80686,2.80956,2.81198,2.81863,2.82144,2.83146,1.64761,2.83182,2.82869,2.84887,2.84504,2.85573,2.85278,2.85994,2.85251,2.86130,2.87623,2.85566,2.87306,2.87919,2.87453,2.87959,2.88568,2.87698,2.88650,2.88167,2.88585,2.88921
2.65712,2.66190,2.66678,2.65829,2.68216,2.68010,2.68046,2.67680,2.68145,2.68837,2.69053,2.68067,2.69856,2.71493,2.68864,2.70912,2.70827,2.70831,2.72044,2.70772,2.71900,2.73001,2.72279,2.72442,2.73071,2.73026,2.74554,2.73341,2.74738,2.73728,2.75213,2.75035,2.73807,2.75696,2.75342,2.76026,2.77549,2.76211,2.76546,2.78389,2.77872,2.79051,2.78600,2.78156,2.78959,2.80058,2.80181,2.79901,2.80230,2.80431,2.80443,2.82292,2.81404,2.81002,1.64706,1.65448,1.65396,1.64915,1.64588,1.65015,1.63968,1.64197,1.65493,2.84404,2.85231,2.86052,2.86001,2.85913,2.87513,2.86912,2.86581,2.87552,2.87652,2.87172,2.88045,2.88198,2.87387,2.88794,2.89025,2.89230
2.64985,2.66081,2.66576,2.66963,2.66500,2.67890,2.67050,2.67962,2.69205,2.68273,2.68685,2.69962,2.69363,2.69717,2.70336,2.71147,2.69441,2.70589,2.70779,2.71031,2.71473,2.71783,2.72786,2.72353,2.73275,2.73747,2.73351,2.74180,2.75407,2.74898,2.74608,2.75260,2.75037,2.76066,2.76729,2.75997,2.76672,2.77782,2.77095,2.77815,2.77372,2.77798,2.78286,2.80206,2.78955,2.79182,2.79462,2.80001,2.80794,2.80814,2.82235,2.81428,1.65868,1.65166,1.65363,1.64134,1.64924,1.64959,1.64854,1.63708,1.65528,1.64768,1.64737,1.64847,1.64863,2.85744,2.85037,2.85541,2.86574,2.86787,2.86774,2.86956,2.87099,2.87865,2.88908,2.87865,2.89714,2.89606,2.89128,2.90170
